24/09/2020,NRO,Moldova & Serbia,RO-01508
25/09/2020,NRO,Albania,RO-01544
28/09/2020,NRO,Tunisia,RO-01553
28/09/2020,NRO,Moldova,RO-01521
28/09/2020,JRO,Albania & Kosovo*,RO-01479
29/09/2020,CRO,Albania,RO-01493
30/09/2020,NRO,Ukraine,RO-01509
30/09/2020,CRO,Georgia,RO-01458
30/09/2020,JRO,Albania & Kosovo*,RO-01454
01/10/2020,NRO,Tunisia,RO-01555
05/10/2020,NRO,Tunisia,RO-01557
06/10/2020,CRO,Albania,RO-01510
06/10/2020,JRO,North Macedonia & Serbia,RO-01497
07/10/2020,NRO,Bosnia and Herzegovina,RO-01543
07/10/2020,NRO,Tunisia,RO-01498
08/10/2020,NRO,Tunisia,RO-01559
08/10/2020,JRO,Pakistan,RO-01285
12/10/2020,NRO,Tunisia,RO-01560
13/10/2020,NRO,Tunisia,RO-01565
13/10/2020,CRO,Albania,RO-01512
14/10/2020,JRO,Pakistan,RO-01516
15/10/2020,NRO,Tunisia,RO-01564
15/10/2020,CRO,Georgia,RO-01496
19/10/2020,NRO,Tunisia,RO-01568
20/10/2020,NRO,Tunisia,RO-01571
20/10/2020,CRO,Albania,RO-01513
21/10/2020,NRO,Moldova,RO-01563
22/10/2020,NRO,Tunisia,RO-01572
26/10/2020,NRO,Tunisia,RO-01576
27/10/2020,NRO,Ethiopia,RO-01523
27/10/2020,CRO,Albania,RO-01514
27/10/2020,VRD,Georgia,VRD-2020-006
28/10/2020,NRO,Iraq,RO-01393
29/10/2020,NRO,Tunisia,RO-01578
29/10/2020,JRO,Georgia,RO-01570
03/11/2020,JRO,Bangladesh,RO-01525
03/11/2020,CRO,Albania,RO-01524
04/11/2020,NRO,Armenia,RO-01556
05/11/2020,JRO,Georgia,RO-01526
05/11/2020,VRD,Georgia,VRD-2020-007
09/11/2020,NRO,Ghana,RO-01548
10/11/2020,NRO,Mauritania,RO-01577
10/11/2020,CRO,Georgia,RO-01530
10/11/2020,CRO,Albania,RO-01528
11/11/2020,NRO,Iraq,RO-01566
11/11/2020,NRO,Tunisia,RO-01529
12/11/2020,JRO,Albania,RO-01558
12/11/2020,JRO,Nigeria,RO-01547
17/11/2020,JRO,Guinea,RO-01561
17/11/2020,JRO,Kosovo*,RO-01552
17/11/2020,CRO,Albania,RO-01532
18/11/2020,JRO,The Gambia,RO-01527
19/11/2020,NRO,Albania & Kosovo*,RO-01533
23/11/2020,NRO,Moldova & Serbia,RO-01574
24/11/2020,CRO,Albania,RO-01537
24/11/2020,NRO,Ukraine,RO-01511
26/11/2020,NRO,North Macedonia & Serbia,RO-01536
26/11/2020,CRO,Georgia,RO-01535
01/12/2020,NRO,Tunisia,RO-01598
01/12/2020,CRO,Albania,RO-01580
01/12/2020,NRO,North Macedonia & Serbia,RO-01542
02/12/2020,JRO,Iraq,RO-01575
02/12/2020,NRO,Georgia,RO-01562
03/12/2020,NRO,Tunisia,RO-01602
03/12/2020,NRO,Albania & Georgia,RO-01593
03/12/2020,NRO,Russia,RO-01545
07/12/2020,NRO,Tunisia,RO-01622
08/12/2020,NRO,Armenia,RO-01590
09/12/2020,NRO,Tunisia,RO-01586
09/12/2020,CRO,Albania,RO-01582
10/12/2020,NRO,Tunisia,RO-01623
10/12/2020,NRO,Albania,RO-01600
10/12/2020,JRO,Nigeria,RO-01591
10/12/2020,NRO,North Macedonia & Serbia,RO-01583
11/12/2020,NRO,Moldova & Serbia,RO-01584
14/12/2020,NRO,Tunisia,RO-01630
15/12/2020,NRO,Tunisia,RO-01629
15/12/2020,JRO,Afghanistan,RO-01592
15/12/2020,CRO,Albania,RO-01587
16/12/2020,NRO,Georgia,RO-01624
16/12/2020,NRO,Colombia & Dominican Republic,RO-01601
16/12/2020,NRO,Afghanistan,RO-01597
16/12/2020,NRO,Guinea,RO-01594
17/12/2020,NRO,Tunisia,RO-01631
17/12/2020,CRO,Georgia,RO-01585
17/12/2020,JRO,Viet Nam,RO-01573
18/12/2020,NRO,Nigeria,RO-01599
18/12/2020,NRO,Ukraine,RO-01595
21/12/2020,NRO,Tunisia,RO-01633
21/12/2020,NRO,Ghana,RO-01596
22/12/2020,NRO,Tunisia,RO-01634
23/12/2020,CRO,Albania,RO-01588
28/12/2020,NRO,Viet Nam,RO-01603
29/12/2020,CRO,Albania,RO-01589
